SOURCE,STATION,DATE,SURFCHLA
DWQ,40,7/22/1980,27.67
DWQ,40,7/30/1980,93
DWQ,40,8/5/1980,15
DWQ,40,8/26/1980,31
DWQ,40,9/8/1980,75
DWQ,40,9/12/1980,36
DWQ,40,10/6/1980,11
DWQ,40,11/6/1980,24
DWQ,40,12/9/1980,10
DWQ,40,1/15/1981,10
DWQ,40,2/10/1981,20
DWQ,40,3/17/1981,19
DWQ,40,4/16/1981,10
DWQ,40,5/26/1981,10
DWQ,40,6/17/1981,21
DWQ,40,7/28/1981,27
DWQ,40,8/25/1981,2
DWQ,40,9/21/1981,11
DWQ,40,10/19/1981,13
DWQ,40,11/19/1981,13
DWQ,40,12/14/1981,23
DWQ,40,1/25/1982,1
DWQ,40,2/22/1982,5
DWQ,40,3/29/1982,2
DWQ,40,4/27/1982,6
DWQ,40,5/12/1982,21
DWQ,40,6/14/1982,4
DWQ,40,7/20/1982,17
DWQ,40,8/31/1982,25
DWQ,40,9/13/1982,98
DWQ,40,10/19/1982,15
DWQ,40,11/9/1982,1
DWQ,40,12/7/1982,3
DWQ,40,1/24/1983,3
DWQ,40,2/24/1983,2
DWQ,40,2/25/1983,
DWQ,40,3/29/1983,1
DWQ,40,4/12/1983,2
DWQ,40,5/5/1983,3
DWQ,40,6/14/1983,2
DWQ,40,7/6/1983,10
DWQ,40,7/19/1983,13
DWQ,40,8/25/1983,30
DWQ,40,9/26/1983,63
DWQ,40,10/19/1983,21
DWQ,40,11/3/1983,13
DWQ,40,11/28/1983,
DWQ,40,12/28/1983,2
DWQ,40,1/17/1984,3
DWQ,40,2/22/1984,2
DWQ,40,3/26/1984,4
DWQ,40,4/26/1984,1
DWQ,40,5/16/1984,5
DWQ,40,6/12/1984,4
DWQ,40,7/11/1984,23
DWQ,40,8/8/1984,3
DWQ,40,9/21/1984,
DWQ,40,10/16/1984,7
DWQ,40,11/8/1984,2
DWQ,40,12/4/1984,4
DWQ,40,1/24/1985,4
DWQ,40,2/13/1985,3
DWQ,40,2/15/1985,
DWQ,40,3/13/1985,64
DWQ,40,4/17/1985,20
DWQ,40,5/8/1985,44
DWQ,40,6/24/1985,30
DWQ,40,7/9/1985,22
DWQ,40,8/29/1985,12
DWQ,40,9/12/1985,58
DWQ,40,9/18/1985,46
DWQ,40,10/8/1985,23
DWQ,40,11/6/1985,3
DWQ,40,12/11/1985,4
DWQ,40,1/14/1986,16
DWQ,40,2/13/1986,13
DWQ,40,3/17/1986,11
DWQ,40,4/3/1986,36
DWQ,40,5/5/1986,36
DWQ,40,6/18/1986,59
DWQ,40,7/9/1986,31
DWQ,40,8/25/1986,2
DWQ,40,9/23/1986,21
DWQ,40,10/28/1986,62
DWQ,40,11/18/1986,6
DWQ,40,12/4/1986,9
DWQ,40,1/15/1987,4
DWQ,40,2/18/1987,15
DWQ,40,3/18/1987,16
DWQ,40,4/6/1987,2
DWQ,40,5/12/1987,9
DWQ,40,6/9/1987,50
DWQ,40,7/16/1987,18
DWQ,40,8/18/1987,18
DWQ,40,9/8/1987,73
DWQ,40,9/9/1987,
DWQ,40,10/21/1987,70
DWQ,40,11/9/1987,70
DWQ,40,12/30/1987,3
DWQ,40,1/19/1988,1
DWQ,40,2/15/1988,6
DWQ,40,3/9/1988,7
DWQ,40,4/7/1988,5
DWQ,40,4/27/1988,
DWQ,40,5/25/1988,5
DWQ,40,6/23/1988,26
DWQ,40,7/28/1988,34
DWQ,40,8/25/1988,57
DWQ,40,9/28/1988,27
DWQ,40,10/27/1988,9
DWQ,40,11/16/1988,1
DWQ,40,12/8/1988,12
DWQ,40,1/11/1989,44
DWQ,40,3/7/1989,1
DWQ,40,3/28/1989,5
DWQ,40,4/27/1989,1
DWQ,40,5/24/1989,1
DWQ,40,6/19/1989,4
DWQ,40,7/19/1989,1
DWQ,40,8/21/1989,2
DWQ,40,9/18/1989,15
DWQ,40,10/18/1989,10
DWQ,40,11/15/1989,47
DWQ,40,12/12/1989,1
DWQ,40,1/31/1990,4
DWQ,40,2/28/1990,8
DWQ,40,3/21/1990,4
DWQ,40,4/18/1990,2
DWQ,40,5/30/1990,2
DWQ,40,6/27/1990,10
DWQ,40,7/25/1990,35
DWQ,40,8/27/1990,37
DWQ,40,9/26/1990,39
DWQ,40,10/29/1990,16
DWQ,40,11/29/1990,5
DWQ,40,12/13/1990,16
DWQ,40,4/9/1991,4
DWQ,40,5/13/1991,21
DWQ,40,6/6/1991,90
DWQ,40,7/16/1991,12
DWQ,40,8/8/1991,1
DWQ,40,9/18/1991,69
DWQ,40,10/9/1991,7
DWQ,40,11/13/1991,28
DWQ,40,12/10/1991,39
DWQ,40,1/9/1992,1
DWQ,40,2/11/1992,7
DWQ,40,3/10/1992,5
DWQ,40,4/7/1992,2
DWQ,40,5/18/1992,24
DWQ,40,6/10/1992,43
DWQ,40,7/9/1992,5
DWQ,40,8/6/1992,14
DWQ,40,9/10/1992,4
DWQ,40,10/12/1992,2
DWQ,40,11/5/1992,15
DWQ,40,12/9/1992,1
DWQ,40,1/14/1993,1
DWQ,40,2/9/1993,2
DWQ,40,3/9/1993,1
DWQ,40,4/15/1993,1
DWQ,40,5/12/1993,2
DWQ,40,6/8/1993,6
DWQ,40,7/12/1993,7
DWQ,40,8/17/1993,32
DWQ,40,9/8/1993,49
DWQ,40,10/18/1993,57
DWQ,40,11/9/1993,48
DWQ,40,2/8/1994,1
DWQ,40,3/15/1994,2
DWQ,40,4/12/1994,3
DWQ,40,5/18/1994,12
DWQ,40,6/8/1994,36
DWQ,40,7/12/1994,36
DWQ,40,8/10/1994,2
DWQ,40,9/1/1994,6
DWQ,40,10/27/1994,2
DWQ,40,11/15/1994,20
DWQ,40,12/8/1994,3
DWQ,40,1/10/1995,7
DWQ,40,2/20/1995,1
DWQ,40,3/13/1995,4
DWQ,40,4/4/1995,
DWQ,40,5/3/1995,16
DWQ,40,6/8/1995,7
DWQ,40,7/11/1995,5
DWQ,40,8/4/1995,4
DWQ,40,8/9/1995,16
DWQ,40,9/6/1995,6.25
DWQ,40,10/11/1995,5
DWQ,40,10/30/1995,6
DWQ,40,11/13/1995,4
DWQ,40,12/13/1995,7
DWQ,40,1/11/1996,35
DWQ,40,2/13/1996,7
DWQ,40,3/13/1996,6
DWQ,40,4/10/1996,4
DWQ,40,5/6/1996,
DWQ,40,6/13/1996,7
DWQ,40,7/2/1996,23
DWQ,40,7/31/1996,6
DWQ,40,8/27/1996,38
DWQ,40,9/18/1996,5
DWQ,40,10/10/1996,1
DWQ,40,10/29/1996,5
DWQ,40,11/25/1996,3
DWQ,40,12/17/1996,2
DWQ,40,1/29/1997,4
DWQ,40,2/26/1997,7
DWQ,40,3/25/1997,1
DWQ,40,4/15/1997,49
DWQ,40,5/19/1997,19
DWQ,40,6/17/1997,3
DWQ,40,7/15/1997,41
DWQ,40,8/9/1997,
DWQ,40,8/12/1997,35
DWQ,40,9/6/1997,
DWQ,40,9/9/1997,140
DWQ,40,10/4/1997,17
DWQ,40,10/9/1997,
DWQ,40,11/4/1997,20
DWQ,40,12/11/1997,14
DWQ,40,12/29/1997,6
DWQ,40,1/13/1998,1
DWQ,40,2/10/1998,1
DWQ,40,3/10/1998,1
DWQ,40,3/11/1998,
DWQ,40,4/7/1998,1
DWQ,40,5/6/1998,1
DWQ,40,6/2/1998,6
DWQ,40,6/30/1998,21
DWQ,40,7/30/1998,16
DWQ,40,8/25/1998,7
DWQ,40,9/23/1998,17
DWQ,40,10/21/1998,1
DWQ,40,11/17/1998,18.62
DWQ,40,12/17/1998,10.15
DWQ,40,1/13/1999,1.14
DWQ,40,2/9/1999,10
DWQ,40,3/11/1999,2.82
DWQ,40,4/8/1999,2
DWQ,40,5/4/1999,1.37
DWQ,40,6/14/1999,54.95
DWQ,40,7/1/1999,87.05
DWQ,40,7/27/1999,67.17
DWQ,40,8/24/1999,22.74
DWQ,40,9/20/1999,5.32
DWQ,40,9/23/1999,
DWQ,40,9/27/1999,1.51
DWQ,40,10/14/1999,3.74
DWQ,40,10/18/1999,8.78
DWQ,40,11/15/1999,4.18
DWQ,40,12/15/1999,8.06
DWQ,50,6/19/1989,50
DWQ,50,7/19/1989,1
DWQ,50,8/21/1989,6
DWQ,50,9/18/1989,42
DWQ,50,10/18/1989,10
DWQ,50,11/15/1989,2
DWQ,50,12/12/1989,1
DWQ,50,1/31/1990,5
DWQ,50,2/28/1990,9
DWQ,50,3/21/1990,8
DWQ,50,4/18/1990,12
DWQ,50,5/30/1990,2
DWQ,50,6/27/1990,16
DWQ,50,7/24/1990,34
DWQ,50,7/25/1990,
DWQ,50,8/27/1990,140
DWQ,50,9/26/1990,53
DWQ,50,10/29/1990,18
DWQ,50,11/28/1990,74
DWQ,50,11/29/1990,
DWQ,50,12/13/1990,110
DWQ,50,4/9/1991,6
DWQ,50,5/7/1991,27
DWQ,50,6/6/1991,39
DWQ,50,7/16/1991,20
DWQ,50,8/8/1991,4
DWQ,50,9/18/1991,34
DWQ,50,10/9/1991,17
DWQ,50,11/13/1991,64
DWQ,50,12/10/1991,57
DWQ,50,1/9/1992,1
DWQ,50,2/11/1992,13
DWQ,50,3/10/1992,7
DWQ,50,4/7/1992,4
DWQ,50,5/18/1992,53
DWQ,50,6/10/1992,82
DWQ,50,7/9/1992,8
DWQ,50,8/6/1992,13
DWQ,50,9/10/1992,38
DWQ,50,10/12/1992,12
DWQ,50,11/5/1992,80
DWQ,50,12/9/1992,1
DWQ,50,1/14/1993,1
DWQ,50,2/9/1993,5
DWQ,50,3/9/1993,1
DWQ,50,4/15/1993,1
DWQ,50,5/12/1993,5
DWQ,50,6/8/1993,7
DWQ,50,7/7/1993,6
DWQ,50,8/17/1993,18
DWQ,50,9/8/1993,30
DWQ,50,10/18/1993,42
DWQ,50,11/9/1993,46
DWQ,50,2/7/1994,3
DWQ,50,3/15/1994,1
DWQ,50,4/12/1994,4
DWQ,50,5/18/1994,63
DWQ,50,6/8/1994,30
DWQ,50,7/12/1994,16
DWQ,50,8/10/1994,4
DWQ,50,9/1/1994,3
DWQ,50,10/27/1994,3
DWQ,50,11/15/1994,7
DWQ,50,12/8/1994,3
DWQ,50,1/10/1995,8
DWQ,50,2/20/1995,1
DWQ,50,3/13/1995,5
DWQ,50,4/4/1995,2
DWQ,50,5/3/1995,58
DWQ,50,6/8/1995,6
DWQ,50,7/11/1995,4
DWQ,50,8/4/1995,15
DWQ,50,8/9/1995,200
DWQ,50,9/6/1995,7
DWQ,50,10/11/1995,6
DWQ,50,11/13/1995,18
DWQ,50,12/13/1995,51
DWQ,50,1/11/1996,120
DWQ,50,2/13/1996,7
DWQ,50,3/14/1996,
DWQ,50,4/10/1996,
DWQ,50,5/6/1996,51
DWQ,50,6/13/1996,20
DWQ,50,7/1/1996,
DWQ,50,7/30/1996,
DWQ,50,8/27/1996,65
DWQ,50,9/18/1996,8
DWQ,50,10/10/1996,1
DWQ,50,10/29/1996,3
DWQ,50,11/25/1996,2
DWQ,50,12/17/1996,2
DWQ,50,1/29/1997,7
DWQ,50,2/26/1997,9
DWQ,50,3/25/1997,2
DWQ,50,4/15/1997,32
DWQ,50,5/19/1997,18
DWQ,50,6/17/1997,14
DWQ,50,7/15/1997,25
DWQ,50,8/12/1997,
DWQ,50,9/9/1997,15
DWQ,50,9/23/1997,
DWQ,50,10/9/1997,38
DWQ,50,11/4/1997,20
DWQ,50,12/11/1997,17
DWQ,50,12/29/1997,20
DWQ,50,1/13/1998,1
DWQ,50,1/21/1998,
DWQ,50,2/10/1998,1
DWQ,50,2/18/1998,
DWQ,50,3/2/1998,
DWQ,50,3/11/1998,
DWQ,50,4/7/1998,1
DWQ,50,5/6/1998,6
DWQ,50,5/14/1998,
DWQ,50,6/2/1998,12
DWQ,50,6/30/1998,21
DWQ,50,7/30/1998,18
DWQ,50,8/25/1998,7
DWQ,50,9/23/1998,29
DWQ,50,10/21/1998,25
DWQ,50,11/17/1998,11.28
DWQ,50,12/17/1998,19.74
DWQ,50,1/13/1999,1
DWQ,50,2/9/1999,6
DWQ,50,3/11/1999,4.31
DWQ,50,4/8/1999,7
DWQ,50,5/4/1999,8.46
DWQ,50,7/1/1999,140
DWQ,50,7/27/1999,190
DWQ,50,8/24/1999,43.76
DWQ,50,9/20/1999,2.79
DWQ,50,9/27/1999,1.94
DWQ,50,10/18/1999,5.4
DWQ,50,11/18/1999,5.33
DWQ,50,12/15/1999,22.48
DWQ,55,1/30/1979,
DWQ,55,2/20/1979,
DWQ,55,3/12/1979,10
DWQ,55,4/4/1979,10
DWQ,55,4/5/1979,
DWQ,55,4/17/1979,10
DWQ,55,5/4/1979,10
DWQ,55,5/8/1979,10
DWQ,55,5/21/1979,10
DWQ,55,6/5/1979,12.67
DWQ,55,6/20/1979,10
DWQ,55,7/10/1979,
DWQ,55,7/13/1979,10
DWQ,55,7/18/1979,10
DWQ,55,7/25/1979,10
DWQ,55,8/6/1979,24.67
DWQ,55,8/21/1979,13
DWQ,55,9/4/1979,34
DWQ,55,9/19/1979,10
DWQ,55,10/4/1979,
DWQ,55,11/5/1979,34.67
DWQ,55,11/14/1979,11.33
DWQ,55,12/5/1979,10.67
DWQ,55,5/13/1980,33
DWQ,55,6/5/1980,
DWQ,55,6/6/1980,38
DWQ,55,8/7/1980,22
DWQ,55,8/26/1980,12
DWQ,55,9/8/1980,52
DWQ,55,10/6/1980,26
DWQ,55,11/6/1980,34
DWQ,55,12/9/1980,44
DWQ,55,1/15/1981,22
DWQ,55,2/10/1981,25
DWQ,55,3/17/1981,84
DWQ,55,4/16/1981,15
DWQ,55,5/26/1981,18
DWQ,55,6/17/1981,24
DWQ,55,7/28/1981,26
DWQ,55,8/25/1981,3
DWQ,55,9/21/1981,140
DWQ,55,10/19/1981,9
DWQ,55,11/19/1981,21
DWQ,55,12/14/1981,19
DWQ,55,1/25/1982,9
DWQ,55,2/22/1982,5
DWQ,55,3/29/1982,2
DWQ,55,4/27/1982,32
DWQ,55,5/12/1982,40
DWQ,55,6/14/1982,57
DWQ,55,7/20/1982,68
DWQ,55,8/31/1982,64
DWQ,55,9/13/1982,40
DWQ,55,10/19/1982,21
DWQ,55,11/9/1982,58
DWQ,55,12/7/1982,40
DWQ,55,1/24/1983,170
DWQ,55,2/24/1983,2
DWQ,55,2/25/1983,
DWQ,55,3/29/1983,1
DWQ,55,4/12/1983,2
DWQ,55,5/5/1983,4
DWQ,55,6/14/1983,8
DWQ,55,7/6/1983,36
DWQ,55,8/25/1983,21
DWQ,55,9/26/1983,10
DWQ,55,10/19/1983,7
DWQ,55,11/3/1983,13
DWQ,55,11/28/1983,
DWQ,55,12/28/1983,21
DWQ,55,1/17/1984,2
DWQ,55,2/22/1984,
DWQ,55,3/26/1984,
DWQ,55,4/26/1984,2
DWQ,55,5/16/1984,
DWQ,55,6/12/1984,
DWQ,55,7/11/1984,53
DWQ,55,8/8/1984,
DWQ,55,9/21/1984,
DWQ,55,10/16/1984,33
DWQ,55,11/8/1984,
DWQ,55,12/4/1984,
DWQ,55,1/29/1985,9
DWQ,55,2/13/1985,4
DWQ,55,2/15/1985,
DWQ,55,3/13/1985,44
DWQ,55,4/17/1985,25
DWQ,55,5/8/1985,11
DWQ,55,6/24/1985,23
DWQ,55,7/9/1985,11
DWQ,55,8/29/1985,13
DWQ,55,9/12/1985,13
DWQ,55,10/8/1985,40
DWQ,55,11/6/1985,9
DWQ,55,12/11/1985,1
DWQ,55,1/14/1986,50
DWQ,55,2/13/1986,22
DWQ,55,3/17/1986,65
DWQ,55,4/3/1986,36
DWQ,55,5/5/1986,15
DWQ,55,6/8/1986,
DWQ,55,6/18/1986,34
DWQ,55,7/9/1986,26
DWQ,55,8/25/1986,12
DWQ,55,9/23/1986,26
DWQ,55,10/28/1986,22
DWQ,55,1/15/1987,2
DWQ,55,3/18/1987,15
DWQ,55,4/6/1987,5
DWQ,55,5/12/1987,26
DWQ,55,6/9/1987,47
DWQ,55,6/22/1987,44
DWQ,55,7/16/1987,53
DWQ,55,8/18/1987,41
DWQ,55,9/8/1987,29
DWQ,55,9/9/1987,
DWQ,55,10/21/1987,12
DWQ,55,11/9/1987,9
DWQ,55,12/30/1987,22
DWQ,55,1/19/1988,6
DWQ,55,2/15/1988,44
DWQ,55,3/9/1988,23
DWQ,55,4/7/1988,20
DWQ,55,5/25/1988,69
DWQ,55,6/23/1988,
DWQ,55,7/28/1988,
DWQ,55,8/25/1988,
DWQ,55,9/28/1988,20
DWQ,55,10/27/1988,5
DWQ,55,11/17/1988,20
DWQ,55,12/8/1988,25
DWQ,55,1/11/1989,75
DWQ,55,3/28/1989,14
DWQ,55,4/27/1989,2
DWQ,55,5/24/1989,20
DWQ,55,6/19/1989,100
DWQ,55,7/19/1989,58
DWQ,55,8/21/1989,94
DWQ,55,9/18/1989,130
DWQ,55,10/18/1989,42
DWQ,55,11/15/1989,58
DWQ,55,12/12/1989,8
DWQ,55,1/31/1990,6
DWQ,55,2/28/1990,14
DWQ,55,3/21/1990,16
DWQ,55,4/18/1990,12
DWQ,55,5/30/1990,5
DWQ,55,6/27/1990,27
DWQ,55,7/25/1990,30
DWQ,55,8/27/1990,51
DWQ,55,9/26/1990,23
DWQ,55,10/29/1990,24
DWQ,55,11/29/1990,64
DWQ,55,12/13/1990,37
DWQ,55,4/9/1991,19
DWQ,55,5/7/1991,17
DWQ,55,6/6/1991,27
DWQ,55,7/16/1991,22
DWQ,55,8/8/1991,41
DWQ,55,9/18/1991,19
DWQ,55,10/9/1991,39
DWQ,55,11/13/1991,44
DWQ,55,12/10/1991,13
DWQ,55,1/9/1992,10
DWQ,55,2/11/1992,77
DWQ,55,3/10/1992,97
DWQ,55,4/7/1992,15
DWQ,55,5/18/1992,26
DWQ,55,6/10/1992,53
DWQ,55,7/9/1992,32
DWQ,55,8/6/1992,23
DWQ,55,9/10/1992,36
DWQ,55,10/12/1992,19
DWQ,55,11/5/1992,24
DWQ,55,12/9/1992,10
DWQ,55,1/14/1993,1
DWQ,55,2/9/1993,2
DWQ,55,3/9/1993,2
DWQ,55,4/15/1993,2
DWQ,55,5/12/1993,14
DWQ,55,6/8/1993,6
DWQ,55,7/7/1993,3
DWQ,55,8/17/1993,6
DWQ,55,9/8/1993,8
DWQ,55,10/18/1993,7
DWQ,55,11/9/1993,19
DWQ,55,2/7/1994,38
DWQ,55,3/15/1994,1
DWQ,55,4/12/1994,16
DWQ,55,5/18/1994,11
DWQ,55,6/8/1994,7
DWQ,55,7/12/1994,6
DWQ,55,8/10/1994,5
DWQ,55,9/1/1994,3
DWQ,55,10/27/1994,3
DWQ,55,11/15/1994,3
DWQ,55,12/8/1994,4
DWQ,55,1/10/1995,6
DWQ,55,2/20/1995,9
DWQ,55,3/13/1995,6
DWQ,55,4/18/1995,73
DWQ,55,5/3/1995,44
DWQ,55,6/8/1995,7
DWQ,55,7/11/1995,14
DWQ,55,8/4/1995,6
DWQ,55,8/9/1995,16
DWQ,55,9/6/1995,31
DWQ,55,10/11/1995,8
DWQ,55,10/30/1995,73
DWQ,55,11/13/1995,
DWQ,55,12/13/1995,65
DWQ,55,1/11/1996,130
DWQ,55,2/13/1996,28
DWQ,55,3/14/1996,7
DWQ,55,4/10/1996,6
DWQ,55,5/6/1996,
DWQ,55,6/13/1996,31
DWQ,55,7/1/1996,51
DWQ,55,7/30/1996,110
DWQ,55,8/28/1996,250
DWQ,55,9/18/1996,10
DWQ,55,10/10/1996,1
DWQ,55,10/29/1996,9
DWQ,55,11/25/1996,2
DWQ,55,12/17/1996,6
DWQ,55,1/29/1997,7
DWQ,55,2/26/1997,6
DWQ,55,3/25/1997,9
DWQ,55,4/15/1997,43
DWQ,55,5/20/1997,21
DWQ,55,6/17/1997,26
DWQ,55,7/15/1997,11
DWQ,55,8/4/1997,
DWQ,55,8/12/1997,
DWQ,55,9/9/1997,8
DWQ,55,9/24/1997,
DWQ,55,9/25/1997,
DWQ,55,10/9/1997,9
DWQ,55,11/4/1997,11
DWQ,55,12/11/1997,46
DWQ,55,12/29/1997,26
DWQ,55,1/13/1998,5
DWQ,55,1/21/1998,
DWQ,55,2/10/1998,1
DWQ,55,2/18/1998,
DWQ,55,3/2/1998,
DWQ,55,3/11/1998,
DWQ,55,4/2/1998,3
DWQ,55,4/6/1998,1
DWQ,55,4/7/1998,3
DWQ,55,4/13/1998,1
DWQ,55,5/6/1998,35
DWQ,55,5/14/1998,7
DWQ,55,5/20/1998,6
DWQ,55,5/27/1998,16
DWQ,55,6/2/1998,22
DWQ,55,6/30/1998,18
DWQ,55,7/30/1998,19
DWQ,55,8/25/1998,6
DWQ,55,9/23/1998,20
DWQ,55,10/21/1998,15
DWQ,55,11/17/1998,18.62
DWQ,55,12/17/1998,7.33
DWQ,55,1/13/1999,7.33
DWQ,55,2/9/1999,5
DWQ,55,3/11/1999,10.15
DWQ,55,4/8/1999,20
DWQ,55,5/4/1999,20.3
DWQ,55,5/23/1999,
DWQ,55,7/1/1999,
DWQ,55,7/27/1999,86.45
DWQ,55,8/24/1999,26.07
DWQ,55,9/20/1999,8.14
DWQ,55,9/27/1999,3.24
DWQ,55,10/14/1999,6.05
DWQ,55,10/18/1999,4.03
DWQ,55,11/18/1999,5.83
DWQ,55,12/15/1999,56.4
DWQ,60,7/15/1997,
DWQ,60,8/12/1997,
DWQ,60,9/9/1997,
DWQ,60,9/23/1997,
DWQ,60,10/9/1997,
DWQ,60,11/4/1997,
DWQ,60,12/29/1997,
DWQ,60,1/13/1998,
DWQ,60,2/10/1998,
DWQ,60,3/11/1998,
DWQ,60,4/7/1998,
DWQ,60,5/6/1998,
DWQ,60,6/2/1998,
DWQ,60,6/30/1998,
DWQ,60,7/30/1998,
DWQ,60,10/21/1998,
DWQ,60,11/17/1998,
DWQ,60,1/13/1999,
DWQ,60,2/9/1999,
DWQ,60,3/11/1999,
DWQ,60,4/8/1999,
DWQ,60,5/4/1999,
DWQ,60,7/1/1999,
DWQ,60,7/27/1999,
DWQ,60,8/24/1999,
DWQ,60,9/20/1999,
DWQ,60,9/27/1999,
DWQ,60,10/19/1999,
DWQ,60,11/18/1999,
DWQ,60,12/15/1999,
DWQ,70,7/15/1997,
DWQ,70,8/12/1997,
DWQ,70,9/9/1997,
DWQ,70,9/23/1997,
DWQ,70,10/9/1997,
DWQ,70,11/4/1997,
DWQ,70,12/29/1997,
DWQ,70,1/13/1998,
DWQ,70,2/10/1998,
DWQ,70,3/11/1998,
DWQ,70,4/7/1998,
DWQ,70,5/6/1998,
DWQ,70,6/2/1998,
DWQ,70,6/30/1998,
DWQ,70,7/30/1998,
DWQ,70,8/25/1998,
DWQ,70,9/23/1998,
DWQ,70,10/21/1998,
DWQ,70,11/17/1998,
DWQ,70,1/13/1999,
DWQ,70,2/9/1999,
DWQ,70,3/11/1999,
DWQ,70,4/8/1999,
DWQ,70,5/4/1999,
DWQ,70,7/1/1999,
DWQ,70,7/27/1999,
DWQ,70,8/24/1999,
DWQ,70,9/20/1999,
DWQ,70,9/27/1999,
DWQ,70,10/19/1999,
DWQ,70,11/18/1999,
DWQ,70,12/15/1999,
DWQ,80,6/19/1989,250
DWQ,80,7/19/1989,2
DWQ,80,8/14/1989,9
DWQ,80,9/18/1989,9
DWQ,80,10/17/1989,33
DWQ,80,11/14/1989,100
DWQ,80,12/11/1989,20
DWQ,80,1/30/1990,46
DWQ,80,2/21/1990,23
DWQ,80,3/19/1990,60
DWQ,80,4/23/1990,32
DWQ,80,5/24/1990,120
DWQ,80,6/26/1990,11
DWQ,80,7/24/1990,23
DWQ,80,8/28/1990,32
DWQ,80,9/25/1990,16
DWQ,80,10/22/1990,19
DWQ,80,11/28/1990,7
DWQ,80,12/13/1990,7
DWQ,80,4/8/1991,34
DWQ,80,5/7/1991,30
DWQ,80,6/6/1991,11
DWQ,80,7/16/1991,16
DWQ,80,8/8/1991,14
DWQ,80,9/16/1991,46
DWQ,80,10/7/1991,19
DWQ,80,11/13/1991,14
DWQ,80,12/10/1991,9
DWQ,80,1/9/1992,75
DWQ,80,2/11/1992,34
DWQ,80,3/10/1992,120
DWQ,80,4/7/1992,21
DWQ,80,5/14/1992,8
DWQ,80,6/10/1992,14
DWQ,80,7/13/1992,23
DWQ,80,8/6/1992,14
DWQ,80,9/10/1992,34
DWQ,80,10/12/1992,6
DWQ,80,11/5/1992,11
DWQ,80,12/9/1992,5
DWQ,80,1/14/1993,1
DWQ,80,2/9/1993,4
DWQ,80,3/9/1993,2
DWQ,80,4/15/1993,2
DWQ,80,5/12/1993,11
DWQ,80,6/8/1993,11
DWQ,80,7/7/1993,6
DWQ,80,8/17/1993,9
DWQ,80,9/8/1993,16
DWQ,80,10/18/1993,8
DWQ,80,11/9/1993,7
DWQ,80,2/7/1994,10
DWQ,80,3/15/1994,5
DWQ,80,4/12/1994,11
DWQ,80,5/18/1994,7
DWQ,80,6/8/1994,6
DWQ,80,7/12/1994,8
DWQ,80,8/10/1994,3
DWQ,80,9/1/1994,12
DWQ,80,10/27/1994,4
DWQ,80,11/15/1994,3
DWQ,80,12/8/1994,4
DWQ,80,1/10/1995,2
DWQ,80,2/20/1995,1
DWQ,80,3/13/1995,5
DWQ,80,4/18/1995,42
DWQ,80,5/3/1995,4
DWQ,80,6/8/1995,4
DWQ,80,7/11/1995,9
DWQ,80,8/4/1995,5
DWQ,80,9/6/1995,6.8
DWQ,80,10/11/1995,5
DWQ,80,10/30/1995,31
DWQ,80,11/13/1995,25
DWQ,80,12/13/1995,35
DWQ,80,1/11/1996,87
DWQ,80,2/13/1996,25
DWQ,80,3/14/1996,19
DWQ,80,4/11/1996,110
DWQ,80,5/7/1996,
DWQ,80,6/12/1996,39
DWQ,80,7/1/1996,35
DWQ,80,7/30/1996,100
DWQ,80,8/28/1996,35
DWQ,80,9/18/1996,4
DWQ,80,10/10/1996,1
DWQ,80,10/29/1996,14
DWQ,80,12/17/1996,7
DWQ,80,1/29/1997,8
DWQ,80,2/26/1997,8
DWQ,80,3/25/1997,10
DWQ,80,4/15/1997,93
DWQ,80,5/20/1997,26
DWQ,80,6/17/1997,15
DWQ,80,7/15/1997,
DWQ,80,8/12/1997,
DWQ,80,9/9/1997,12
DWQ,80,9/23/1997,
DWQ,80,10/6/1997,17
DWQ,80,10/7/1997,
DWQ,80,10/8/1997,
DWQ,80,10/9/1997,12
DWQ,80,11/4/1997,9
DWQ,80,12/11/1997,32
DWQ,80,12/29/1997,16
DWQ,80,1/13/1998,10
DWQ,80,1/21/1998,
DWQ,80,2/10/1998,1
DWQ,80,2/18/1998,
DWQ,80,3/2/1998,
DWQ,80,3/11/1998,2
DWQ,80,4/7/1998,2
DWQ,80,4/13/1998,2
DWQ,80,5/5/1998,
DWQ,80,5/6/1998,25
DWQ,80,5/14/1998,16
DWQ,80,5/20/1998,14
DWQ,80,5/27/1998,25
DWQ,80,6/2/1998,20
DWQ,80,6/3/1998,21
DWQ,80,6/30/1998,39
DWQ,80,7/30/1998,19
DWQ,80,8/25/1998,19
DWQ,80,9/15/1998,42
DWQ,80,9/23/1998,17
DWQ,80,10/21/1998,11
DWQ,80,11/17/1998,15.23
DWQ,80,1/12/1999,25.08
DWQ,80,1/13/1999,
DWQ,80,2/9/1999,3
DWQ,80,3/11/1999,25.38
DWQ,80,4/8/1999,93
DWQ,80,4/21/1999,18.61
DWQ,80,5/4/1999,15.23
DWQ,80,5/12/1999,13.54
DWQ,80,5/18/1999,14.12
DWQ,80,5/27/1999,8.25
DWQ,80,6/7/1999,4.04
DWQ,80,6/14/1999,22.37
DWQ,80,7/1/1999,110
DWQ,80,7/7/1999,71.72
DWQ,80,7/27/1999,66.63
DWQ,80,8/10/1999,78.46
DWQ,80,8/19/1999,7.98
DWQ,80,8/24/1999,19.68
DWQ,80,9/20/1999,1.66
