ID	Station Name	State	Lat	Long	Elev
43486	GIBSON 2 NE	MT	46	-109.28	1344.51
43530	GILDFORD	MT	48.35	-110.18	862.8
43558	GLASGOW INTERNATL AP	MT	48.13	-106.37	640.24
43570	GLEN 2 E	MT	45.31	-112.41	1539.63
43581	GLENDIVE	MT	47.06	-104.43	632.93
43727	GRASS RANGE	MT	47.02	-108.48	1060.98
43751	GREAT FALLS AIRPORT	MT	47.29	-111.21	1067.07
43885	HAMILTON	MT	46.15	-114.09	1089.02
43910	HARB	MT	48.1	-107.26	739.02
43915	HARDIN	MT	45.45	-107.36	879.57
43929	HARLEM	MT	48.32	-108.47	722.87
43939	HARLOWTON	MT	46.26	-109.5	1268.29
43994	HAVRE WB CITY	MT	48.34	-109.4	758.54
44007	HAXBY 18 SW	MT	47.34	-106.42	807.93
44050	HELENA 6 N	MT	46.4	-112.03	1153.66
44055	HELENA AP ASOS	MT	46.36	-112	1295.73
44084	HERON 2 SW	MT	48.05	-116	692.07
44120	HIGHWOOD	MT	47.33	-110.47	1036.59
44133	HIGHWOOD 7 NE	MT	47.39	-110.4	1036.59
44143	HILGER	MT	47.15	-109.21	1243.6
44345	HUNTLEY EXPERIMENT STN	MT	45.55	-108.15	911.28
44358	HYSHAM	MT	46.18	-107.13	807.93
44442	ISMAY	MT	46.31	-104.47	762.2
44506	JOLIET	MT	45.29	-108.58	1128.05
44522	JORDAN	MT	47.19	-106.54	815.24
44545	JUDITH GAP 13 E	MT	46.41	-109.29	1554.88
44558	KALISPELL GLACIER AP	MT	48.18	-114.16	903.96
44701	KIRBY 1 S	MT	45.19	-106.59	1204.27
44715	KNOBS	MT	45.55	-104.05	914.63
44830	LAMBERT	MT	47.42	-104.34	714.33
44839	LAME DEER	MT	45.38	-106.39	1015.55
44904	LAVINA	MT	46.18	-108.56	1046.95
44954	LENNEP 5 SW	MT	46.22	-110.36	1707.31
44978	LEWISTOWN 10 S	MT	46.55	-109.25	1504.57
45015	LIBBY 1 NE RANGER STN	MT	48.24	-115.32	634.15
45020	LIBBY 29 SSE	MT	47.58	-115.14	1097.56
45030	LIMA	MT	44.39	-112.35	1910.06
45080	LIVINGSTON 11 S	MT	45.3	-110.34	1484.76
45106	LODGE GRASS	MT	45.18	-107.22	885.37
45285	LUSTRE 4 NNW	MT	48.27	-105.56	890.24
45340	MALTA 35 S	MT	47.5	-107.58	798.78
45351	MANHATTAN	MT	45.52	-111.2	1289.63
45387	MARTINSDALE	MT	46.3	-110.2	1463.41
45533	MCLEOD	MT	45.4	-110.06	1435.98
45572	MEDICINE LAKE 3 SE	MT	48.29	-104.27	595.12
45590	MELROSE	MT	45.38	-112.41	1579.27
45596	MELSTONE	MT	46.36	-107.52	881.1
45608	MENARD 3 NE	MT	46.01	-111.08	1540.55
45685	MILES CITY	MT	46.24	-105.5	729.27
45745	MISSOULA INTL AP	MT	46.55	-114.05	975.61
45761	MOCCASIN EXPERIMENT STN	MT	47.03	-109.57	1310.98
45791	MOLT 6 SW	MT	45.46	-108.58	1219.51
45873	MOSBY 19 N	MT	47.15	-107.57	689.02
45876	MOSBY 23 N	MT	47.2	-107.56	689.02
46008	NEIHART 8 NNW	MT	47.03	-110.47	1609.75
46153	NORRIS 3 ENE	MT	45.35	-111.39	1463.41
46157	NORRIS MADISON PUMP HS	MT	45.29	-111.29	1446.65
46190	NYE	MT	45.27	-109.48	1479.27
46287	OTTER 9 SSW	MT	45.06	-106.15	1250
46302	OVANDO	MT	47.01	-113.09	1250.3
46364	PARADISE	MT	47.23	-114.48	881.1
46472	PHILIPSBURG RANGER STN	MT	46.19	-113.19	1606.71
46562	PLAINS RANGER STATION	MT	47.28	-114.53	759.15
46655	PONY	MT	45.4	-111.54	1676.83
46700	POWER 6 SE	MT	47.39	-111.36	1147.56
46900	RAYNESFORD	MT	47.16	-110.44	1222.87
46918	RED LODGE	MT	45.11	-109.15	1699.7
46946	REEDPOINT	MT	45.43	-109.33	1137.2
47204	ROUND BUTTE 1 NNE	MT	47.32	-114.17	945.12
47265	SACO 1 NNW	MT	48.28	-107.21	661.59
47286	ST IGNATIUS	MT	47.19	-114.06	884.15
47367	SAPPINGTON	MT	45.48	-111.46	1280.49
47448	SEELEY LAKE RANGER STN	MT	47.13	-113.31	1228.66
47501	SHELBY AIRPORT	MT	48.33	-111.52	1042.68
47735	SONNETTE 4 N	MT	45.28	-105.49	1067.07
47740	SONNETTE 2 WNW	MT	45.25	-105.51	1189.02
48021	SUN RIVER 4 S	MT	47.28	-111.46	1085.37
48043	SUPERIOR	MT	47.12	-114.53	832.32
48087	SWAN LAKE	MT	47.55	-113.5	972.56
48169	OLANDA	MT	47.04	-105.3	992.38
48211	THOMPSON FALLS POWER HOUSE	MT	47.36	-115.22	740.85
48233	TIBER DAM	MT	48.19	-111.05	868.9
48329	TOWNSEND 12 ENE	MT	46.21	-111.17	1524.39
48363	TRIDENT	MT	45.57	-111.29	1230.49
48379	TROUT CREEK 2 W	MT	47.5	-115.38	757.62
48495	UTICA 11 WSW	MT	46.53	-110.18	1524.39
48569	VIDA	MT	47.5	-105.29	734.45
48783	WESTERN AG RESEARCH CNTR	MT	46.2	-114.04	1096.65
48857	WEST YELLOWSTONE	MT	44.39	-111.06	2031.1
48927	WHITE SULPHUR SPRNGS	MT	46.33	-110.55	1572.26
48939	WHITEWATER	MT	48.46	-107.38	717.99
48957	WIBAUX 2 E	MT	46.59	-104.09	814.02
49033	WINIFRED	MT	47.33	-109.23	990.85
49067	WISDOM	MT	45.37	-113.27	1846.95
49175	WYOLA	MT	45.08	-107.23	1129.57
50050	AINSWORTH	NE	42.55	-99.87	765
52850	FALLS CITY	NE	40.07	-95.6	302
55362	MEAD AGRONOMY LAB	NE	41.17	-96.42	360
55590	MITCHELL 5 E	NE	41.95	-103.68	1244
60046	ADAVEN	NV	38.07	-115.35	1905.49
60438	ARTHUR 4 NW	NV	40.47	-115.11	1981.71
60507	AUSTIN	NV	39.3	-117.05	2013.72
60714	BEATTY	NV	36.54	-116.45	1006.71
61071	BOULDER CITY	NV	35.59	-114.51	769.82
61358	CALIENTE	NV	37.37	-114.31	1342.07
61485	CARSON CITY	NV	39.09	-119.46	1417.99
61630	CENTRAL NEVADA FIELD LAB	NV	39.23	-117.19	1814.02
61905	CONTACT	NV	41.47	-114.45	1635.67
62431	DYER	NV	37.37	-118.01	1516.77
62557	ELGIN	NV	37.21	-114.32	1032.01
62631	ELY YELLAND FIELD AP	NV	39.17	-114.51	1907.62
62840	FERNLEY	NV	39.37	-119.15	1268.29
63205	GLENBROOK	NV	39.05	-119.56	1951.22
64143	KEY PITTMAN WMA	NV	37.37	-115.13	1204.27
64527	LEONARD CREEK RANCH	NV	41.31	-118.43	1288.11
64698	LOVELOCK	NV	40.11	-118.28	1212.5
64745	LUND	NV	38.51	-115	1696.65
64950	MCGILL	NV	39.24	-114.46	1932.93
65191	MINDEN	NV	38.57	-119.46	1432.93
65352	MONTELLO	NV	41.16	-114.12	1486.59
65869	OWYHEE	NV	41.57	-116.06	1645.12
66252	PIOCHE	NV	37.56	-114.27	1865.85
67123	RUBY LAKE	NV	40.12	-115.3	1832.93
67192	RYE PATCH DAM	NV	40.28	-118.18	1260.67
68761	VIRGINIA CITY	NV	39.18	-119.38	1829.88
68988	WELLS	NV	41.07	-114.58	1717.38
69229	YERINGTON	NV	38.59	-119.1	1333.84
69234	YERINGTON 2	NV	38.59	-119.1	1335.98
72174	DURHAM	NH	43.13	-70.93	22
72999	FIRST CONNECTICUT LAKE	NH	45.08	-71.28	506
74556	LANCASTER	NH	44.48	-71.57	264
81335	CANOE BROOK	NJ	40.75	-74.35	55
81351	CAPE MAY 1 NW	NJ	39.08	-74.82	5
81582	CHARLOTTEBURG	NJ	41.03	-74.43	232
82768	ESSEX FELLS SERV BLDG	NJ	40.83	-74.28	104
83662	HAMMONTON	NJ	39.65	-74.8	26
84635	LAMBERTVILLE	NJ	40.37	-74.95	18
84987	LONG BRANCH	NJ	40.33	-74	3
85769	MORRIS PLAINS 1 W	NJ	40.83	-74.5	122
86775	PATERSON	NJ	40.9	-74.15	30
88051	SHILOH	NJ	39.47	-75.3	37
88816	TOMS RIVER	NJ	39.95	-74.22	30
88899	TUCKERTON	NJ	39.6	-74.35	6
89910	WOODSTOWN	NJ	39.65	-75.32	15
90245	ALCALDE	NM	36.06	-106.04	1731.71
90743	BANDELIER NATL MONUMENT	NM	35.47	-106.16	1847.87
90846	BELEN	NM	34.4	-106.46	1463.41
90903	BERNALILLO	NM	35.19	-106.33	1538.11
91286	CABALLO DAM	NM	32.54	-107.18	1277.44
91389	CANJILON RANGER STN	NM	36.29	-106.27	2386.59
91438	CAPILLO PEAK	NM	34.31	-106.15	1992.38
91440	CAPITAN	NM	33.37	-105.25	1935.98
91475	CARLSBAD CAVERN CITY	NM	32.2	-104.16	945.12
91813	CIMARRON	NM	36.31	-104.55	1959.45
91881	CLAYTON 9 SSE	NM	36.2	-103.06	1493.9
91887	CLAYTON WSO AIRPORT	NM	36.27	-103.09	1515.24
91910	CLIFF 10 SE	NM	32.52	-108.31	1463.41
91939	CLOVIS	NM	34.24	-103.12	1304.88
91963	CLOVIS 13 N	NM	34.36	-103.13	1352.13
92030	CONCHAS DAM	NM	35.24	-104.11	1293.9
92384	DAWSON	NM	36.4	-104.47	1951.22
92510	DILIA	NM	35.11	-105.33	1829.27
92837	EL VADO DAM	NM	36.36	-106.44	2057.93
92848	ELEPHANT BUTTE DAM	NM	33.09	-107.11	1395.12
92854	ELIDA	NM	33.57	-103.39	1324.7
93060	ESTANCIA	NM	34.45	-106.04	1861.89
93134	FARMINGTON	NM	36.45	-108.1	1644.82
93225	FLORIDA	NM	32.26	-107.29	1356.71
93265	FORT BAYARD	NM	32.48	-108.09	1867.38
93294	FORT SUMNER	NM	34.28	-104.15	1257.62
93340	FRUITLAND	NM	36.44	-108.24	1574.7
93530	GILA HOT SPRINGS	NM	33.12	-108.13	1707.32
93969	HICKMAN	NM	34.3	-108	2405.49
94009	HILLSBORO	NM	32.56	-107.34	1609.76
94026	HOBBS	NM	32.42	-103.08	1102.13
94089	HONDO	NM	33.24	-105.18	1594.51
94346	JAL	NM	32.06	-103.12	960.37
95073	LONG CANYON	NM	37	-103.39	1621.95
95204	LOVINGTON 2 WNW	NM	32.58	-103.22	1189.02
95583	MC INTOSH 4 NW	NM	34.55	-106.05	1935.98
95617	MELROSE	NM	34.26	-103.38	1341.16
95685	MEXICAN SPRINGS	NM	35.48	-108.5	1962.5
95754	MIMBRES RANGER STN	NM	32.56	-108.01	1904.57
95800	MOGOLLON	NM	33.24	-108.47	2073.17
95834	MONTANO GRANT	NM	35.1	-107.01	1407.93
95960	MOUNTAIN PARK	NM	32.57	-105.51	2073.16
95965	MOUNTAINAIR	NM	34.32	-106.15	1992.38
96028	NAMBE 1	NM	35.54	-105.59	1844.51
96619	PASAMONTE	NM	36.18	-103.44	1722.56
96659	PEARL	NM	32.39	-103.23	1158.54
96705	PENASCO RANGER STN	NM	36.1	-105.41	2408.54
96854	PINOS ALTOS	NM	32.52	-108.13	2134.15
97254	RAMON 4 WSW	NM	34.16	-104.57	1615.85
97386	HOOD RANGER STN	NM	33.43	-108.47	1778.05
97423	RIENHARDT RANCH	NM	33.45	-107.13	1661.59
97638	ROY	NM	35.57	-104.12	1793.9
97867	SAN JON	NM	35.07	-103.2	1289.63
98072	SANTA FE	NM	35.41	-105.54	2195.12
98324	SILVER CITY	NM	32.46	-108.17	1797.26
98415	SOLANO	NM	35.52	-104.03	1707.32
98518	STANLEY 1 NNE	NM	35.1	-105.58	1945.12
98650	TAJIQUE	NM	34.48	-106.18	2103.66
98668	TAOS	NM	36.25	-105.34	2128.96
98845	TIERRA AMARILLA	NM	36.45	-106.34	2254.88
99330	VALMORA	NM	35.49	-104.56	1920.73
99370	VAQUEROS	NM	36.41	-107.12	1987.8
99448	VERMEJO PARK	NM	36.53	-104.57	2310.98
99508	VIRDEN	NM	32.41	-109	1144.82
99840	YATES 6S	NM	36.03	-103.52	1707.32
23	ADDISON	NY	42.1	-77.23	305
83	NEWARK GARDNER	NY	43	-77.08	171
85	ALFRED	NY	42.27	-77.78	518
331	AURORA RESEARCH FARM	NY	42.73	-76.65	253
360	BAINBRIDGE	NY	42.3	-75.48	309
889	BRIDGEHAMPTON	NY	40.95	-72.3	18
937	BROCKPORT	NY	43.25	-77.97	126
1185	CANTON	NY	44.58	-75.17	122
1207	CARMEL	NY	41.42	-73.7	149
1401	CHAZY	NY	44.88	-73.47	61
1623	COLDEN 1 N	NY	42.67	-78.68	314
1974	DANSVILLE	NY	42.57	-77.7	209
2554	ELIZABETHTOWN	NY	44.22	-73.58	180
3033	FREDONIA	NY	42.42	-79.3	232
3038	FREEHOLD 2 NW	NY	42.37	-74.07	137
3177	GENEVA EXPERIMENT STN	NY	42.88	-77	187
3284	GLENS FALLS FARM	NY	43.33	-73.73	154
3360	GRAFTON	NY	42.78	-73.47	475
3781	HEMPSTEAD GARDEN CITY	NY	40.72	-73.63	24
4174	ITHACA CORNELL UNIV	NY	42.45	-76.47	290
4647	LAWRENCEVILLE	NY	44.75	-74.67	146
4715	LEWISTON 1 N	NY	43.18	-79.05	101
4731	LIBERTY	NY	41.8	-74.75	491
4791	LITTLE FALLS CITY RSVR	NY	43.07	-74.87	274
4808	LITTLE VALLEY	NY	42.25	-78.8	480
4849	LOCKPORT 4 NE	NY	43.2	-78.63	134
4912	LOWVILLE	NY	43.8	-75.48	280
5426	MOHONK LAKE	NY	41.77	-74.15	379
5512	MORRISVILLE	NY	42.9	-75.65	396
5604	MOUNT PLEASANT FARM	NY	42.45	-76.37	503
5711	NEWCOMB	NY	43.98	-74.23	522
5821	NY WESTERLEIGH STAT IS	NY	40.6	-74.17	24
6774	PORT JERVIS	NY	41.38	-74.68	21
7134	RIVERHEAD RESEARCH FARM	NY	40.92	-72.72	30
7317	ROXBURY	NY	42.28	-74.57	454
7484	SARATOGA SPRINGS 2 S	NY	43.03	-73.82	101
7633	SETAUKET	NY	40.95	-73.1	12
7842	SODUS	NY	43.2	-77.02	128
8088	SPENCER	NY	42.2	-76.57	311
8746	VALATIE 1 N	NY	42.43	-73.68	91
8936	WALTON	NY	42.7	-75.13	393
8962	WARSAW 5 SW	NY	42.68	-78.2	523
9189	WESTFIELD 2 SSE	NY	42.28	-79.62	297
15890	MOUNT AIRY	NC	36.52	-80.62	332
17615	SALISBURY	NC	35.67	-80.48	233
22188	DICKINSON EXP STN	ND	46.88	-102.8	750
24958	LANGDON EXPERIMENT FARM	ND	48.75	-98.33	492
25993	MINOT EXPERIMENT STN	ND	48.18	-101.3	539
29430	WILLISTON EXP FARM	ND	48.13	-103.75	642
33874	HOYTVILLE 2 NE	OH	41.22	-83.77	213
37120	RIPLEY EXP FARM	OH	38.78	-83.8	268
39312	WOOSTER EXP STN	OH	40.78	-81.92	311
40535	BARNSDALL	OK	36.55	-96.17	226
50041	ADRIAN	OR	43.44	-117.04	680.18
50197	ANTELOPE	OR	44.55	-120.43	840.85
50265	ARLINGTON	OR	45.43	-120.12	96.04
50318	ASTOR EXPERIMENT STN	OR	46.09	-123.49	14.63
50328	ASTORIA WSO AIRPORT	OR	46.09	-123.53	2.44
50356	AUSTIN 3 S	OR	44.34	-118.3	1284.45
50541	BATES 6 SW DIXIE PASS	OR	44.32	-118.36	1600.61
50652	BELKNAP SPRINGS 8 N	OR	44.18	-122.02	656.1
50781	BLACKBUTTE	OR	43.35	-123.04	326.52
50897	BONNEVILLE DAM	OR	45.38	-121.57	25.91
51149	BUNCOM 1 SE	OR	42.09	-122.58	586.89
51176	BURNS WSO CITY	OR	45.35	-119.03	1265.55
51227	BUXTON MOUNTAINDALE	OR	45.41	-123.04	109.76
51324	CANARY	OR	43.56	-124.02	15.24
51332	CANBY	OR	45.14	-122.41	46.65
51552	CHERRY GROVE 2 S	OR	45.25	-123.15	231.71
51571	CHILOQUIN	OR	42.35	-121.52	1279.88
51826	COPPER	OR	42.02	-123.08	579.27
51852	CORNUCOPIA	OR	45	-117.12	1432.93
51862	CORVALLIS STATE UNIV	OR	44.38	-123.12	68.6
51897	COTTAGE GROVE 1 S	OR	43.47	-123.04	240.85
52112	DALLAS	OR	44.56	-123.19	99.09
52277	DETROIT	OR	44.44	-122.09	484.76
52345	DISSTON 1 NE LAYING CREEK	OR	43.42	-122.45	369.51
52406	DRAIN	OR	43.41	-123.18	113.41
52440	DUFUR	OR	45.27	-121.08	405.49
52482	DURKEE 3 NNW	OR	44.37	-117.29	845.73
52672	ENTERPRISE	OR	45.26	-117.16	1146.34
52693	ESTACADA 2 SE	OR	45.16	-122.19	153.05
52697	ESTACADA 24 SE INTAKE	OR	45.05	-121.59	670.73
52709	EUGENE WSO AIRPORT	OR	44.07	-123.13	117.38
53095	FREMONT	OR	43.2	-121.1	1328.05
53445	GRANTS PASS	OR	42.26	-123.19	282.01
53542	GRIZZLY	OR	44.29	-120.58	1091.16
53562	GUNTER	OR	43.48	-123.28	228.66
53604	HALFWAY	OR	44.53	-117.07	814.33
53644	HARDMAN	OR	45.1	-119.41	1091.46
53678	HARRISBURG	OR	44.16	-123.1	93.9
53827	HEPPNER	OR	45.2	-119.33	594.51
53847	HERMISTON 1 SE	OR	45.49	-119.17	190.24
53971	HOLLEY	OR	44.21	-122.47	164.63
54003	HOOD RIVER EXP STN	OR	45.41	-121.31	152.44
54098	HUNTINGTON	OR	44.21	-117.16	655.49
54147	IMNAHA	OR	45.34	-116.5	564.02
54276	JEWELL	OR	45.56	-123.3	149.7
54357	JUNTURA 9 ENE	OR	43.48	-117.56	862.2
54411	KENT	OR	45.12	-120.41	825.3
54506	KLAMATH FALLS	OR	42.12	-121.47	1249.39
54511	KLAMATH FALLS CAA AIRPORT	OR	42.1	-121.44	1239.33
54670	LAKEVIEW	OR	42.11	-120.21	1455.49
54939	LITTLE RIVER	OR	43.14	-122.56	350.61
55020	LONG CREEK	OR	44.43	-119.06	1134.76
55050	LOOKOUT POINT DAM	OR	43.55	-122.46	217.07
55160	MALHEUR BRANCH EXP STN	OR	43.59	-117.01	679.88
55162	MALHEUR REFUGE HDQ	OR	43.17	-118.5	1252.74
55213	MARCOLA	OR	44.1	-122.51	161.59
55217	MARIAL 8 NNE	OR	42.49	-123.51	127.13
55357	MC KENZIE BRIDGE	OR	44.11	-122.1	417.68
55362	MC KENZIE BRIDGE R S	OR	44.1	-122.1	415.24
55424	MEDFORD EXPERIMENT STN	OR	42.18	-122.52	444.21
55429	MEDFORD INTL AP	OR	42.22	-122.52	400
55629	MIST 1 SE	OR	45.49	-123.15	152.44
55656	MODOC ORCHARD	OR	42.27	-122.53	387.2
55677	MOLALLA	OR	45.09	-122.35	111.28
55715	MONUMENT RANGER STN	OR	44.49	-119.25	605.49
55734	MORO	OR	45.29	-120.43	564.02
55892	MYRTLE CREEK 12 ENE	OR	43.03	-123.04	341.46
56213	OAKRIDGE FISH HATCHERY	OR	43.45	-122.27	388.72
56238	OCHOCO DAM	OR	44.18	-120.44	932.01
56294	ONTARIO CAA AIRPORT	OR	44.03	-116.58	653.96
56334	OREGON CITY	OR	45.21	-122.36	45.73
56366	OTIS	OR	45.02	-123.56	47.26
56464	PARKDALE	OR	45.31	-121.36	530.49
56532	PELTON DAM	OR	44.44	-121.14	640.24
56540	PENDLETON FIELD STN	OR	45.43	-118.38	453.35
56546	PENDLETON MUNICIPAL AP	OR	45.41	-118.51	454.88
56820	POWERS	OR	42.53	-124.04	91.46
56845	PRAIRIE CITY RANGER STN	OR	44.27	-118.43	1078.05
57326	ROSEBURG WB CITY	OR	43.14	-123.22	153.96
57391	RUCH	OR	42.14	-123.02	472.56
57675	SENECA	OR	44.09	-118.58	1422.56
57823	SILVERTON	OR	45	-122.46	124.39
57866	SITKUM	OR	43.09	-123.52	176.83
58009	SPRAY	OR	44.5	-119.47	539.63
58182	SUMMIT	OR	44.38	-123.35	227.44
58536	TOKETEE FALLS	OR	43.17	-122.27	626.52
58879	VERNONIA	OR	45.52	-123.12	193.6
59051	WARREN	OR	45.49	-122.51	25
59213	WESTON	OR	45.49	-118.26	568.9
59219	WESTON 5 ESE	OR	45.47	-118.19	982.32
59461	WINCHESTER	OR	43.17	-123.22	146.34
60031	CAMP HILL 25	PA	40.25	-76.93	134
61534	CLERMONT 4 NW	PA	41.68	-78.5	494
61790	CORRY	PA	41.92	-79.63	439
62721	EVERETT	PA	40	-78.38	311
63056	FREELAND	PA	41.02	-75.9	579
63218	GETTYSBURG	PA	39.83	-77.23	165
65915	MONTROSE	PA	41.83	-75.87	475
66297	NEWPORT	PA	40.48	-77.13	122
67029	PLEASANT MOUNT 1 W	PA	41.73	-75.45	549
67409	RENOVO	PA	41.32	-77.75	206
68449	STATE COLLEGE	PA	40.71	-77.96	366
68596	STROUDSBURG	PA	41	-75.18	146
68905	TOWANDA	PA	41.75	-76.42	227
69408	WELLSBORO 3 S	PA	41.7	-77.27	567
69464	WEST CHESTER	PA	39.97	-75.63	137
2202	CROSSVILLE EXP STN	TN	35.95	-85.03	552
4561	JACKSON EXP STN	TN	35.63	-88.85	112
4946	KNOXVILLE EXP STN	TN	35.9	-83.97	253
5681	MARTIN U OF TN EXP STN	TN	36.32	-88.85	118
6427	NEAPOLIS	TN	35.72	-86.97	219
8562	SPRINGFIELD EXP STN	TN	36.43	-86.85	229
10219	AMBROSE	TX	33.41	-96.22	164.02
10903	BOERNE 8 NE	TX	29.53	-98.39	428.35
13270	FORT MC KAVETT	TX	30.56	-100.07	670.73
13992	HASKELL	TX	33.1	-99.44	489.33
14587	JERMYN 3 SE	TX	33.15	-98.21	327.44
16130	MUENSTER	TX	33.39	-97.22	306.4
16504	O DONNELL	TX	32.58	-102.24	928.66
16747	PAINT ROCK	TX	33.3	-99.55	495.73
19026	TIGERTOWN	TX	33.35	-95.54	203.66
20797	BOBS HOLE	UT	38.13	-111.28	2134.15
20924	BRIGHAM CITY	UT	41.29	-112.02	1310.98
21267	CEDAR CITY FAA AIRPORT	UT	37.42	-113.06	1711.28
21411	CHRISTMAS MEADOWS	UT	40.49	-110.48	1463.41
21588	COALVILLE	UT	40.55	-111.24	1732.62
22172	DINOSAUR NATIONAL MONUMEN	UT	40.26	-109.18	1448.17
22253	DUCHESNE	UT	40.1	-110.24	1681.4
22484	EMERY	UT	38.55	-111.15	1908.54
22558	ENTERPRISE	UT	37.34	-113.43	1625
22573	EPHRAIM HQ GBRC	UT	39.19	-111.29	2698.17
22696	FAIRFIELD	UT	40.16	-112.05	1487.8
22726	FARMINGTON COURTHOUSE	UT	40.59	-111.53	1286.59
22798	FERRON	UT	39.05	-111.08	1814.02
22828	FILLMORE	UT	38.57	-112.19	1600.61
22996	FORT DUCHESNE	UT	40.17	-109.51	1521.34
23046	FRUITA	UT	38.17	-111.16	1646.34
23138	GARRISON	UT	38.56	-114.02	1608.23
23260	GOLD HILL	UT	40.1	-113.5	1622.26
23348	GRANTSVILLE	UT	40.36	-112.28	1310.98
24135	HUNTSVILLE MONASTERY	UT	41.14	-111.43	1539.63
24342	JENSEN	UT	40.22	-109.21	1439.02
24508	KANAB	UT	37.03	-112.32	1527.44
24527	KANOSH	UT	38.48	-112.26	1529.27
24764	KOOSHAREM	UT	38.31	-111.53	2118.9
24856	LAKETOWN	UT	41.49	-111.19	1825.61
24927	LA POINT	UT	40.24	-109.48	1692.07
24968	LA VERKIN	UT	37.12	-113.16	1051.83
25065	LEVAN	UT	39.33	-111.57	1615.85
25082	LEWISTON	UT	41.58	-111.5	1366.16
25148	LOA	UT	38.24	-111.39	2147.87
25186	LOGAN UTAH STATE UNIV	UT	41.44	-111.49	1455.79
25190	LOGAN USU EXP STN	UT	41.45	-111.49	1404.88
25402	MANTI	UT	39.15	-111.38	1746.95
25477	MARYSVALE	UT	38.27	-112.14	1792.68
25610	MIDVALE	UT	40.37	-111.55	1323.17
25892	MOUNTAIN DELL DAM	UT	40.45	-111.43	1676.83
26340	NUTTERS RANCH	UT	39.48	-110.15	1792.68
26357	OAK CITY	UT	39.23	-112.2	1547.26
26424	OGDEN CAA AIRPORT	UT	41.1	-112.01	1358.23
26658	PARK VALLEY	UT	41.49	-113.2	1713.41
26686	PAROWAN	UT	37.51	-112.5	1821.65
26724	PAYSON	UT	40.03	-111.46	1403.96
27061	PROVO AIRPORT	UT	40.14	-111.4	1365.85
27271	RICHMOND	UT	41.54	-111.49	1416.16
27395	ROOSEVELT	UT	40.18	-109.59	1553.05
27686	SANTAQUIN	UT	39.57	-111.47	1591.46
27909	SNAKE CREEK POWERHOUSE	UT	40.33	-111.3	1814.02
28771	TOOELE	UT	40.32	-112.18	1469.51
28973	UTAH LAKE LEHI	UT	40.22	-111.54	1371.04
29133	VERNON	UT	40.05	-112.27	1672.26
29165	WANSHIP DAM	UT	40.48	-111.24	1814.02
29595	WOODRUFF	UT	41.32	-111.09	1933.84
29717	ZION NATIONAL PARK	UT	37.13	-112.59	1192.68
30075	SWANTON	VT	44.92	-73.13	36.6
30499	BELLOWS FALLS	VT	43.13	-72.45	91
30563	BENNINGTON 2 NNW	VT	42.92	-73.22	204.27
31243	CAVENDISH	VT	43.38	-72.6	244
31360	CHELSEA	VT	43.97	-72.47	228.66
31580	CORNWALL	VT	43.95	-73.22	104
31786	DORSET	VT	43.25	-73.1	299
32769	ENOSBURG FALLS	VT	44.92	-72.82	128.66
32843	ESSEX JUNCTION 1 N	VT	44.52	-73.12	105
35044	MC INDOE FALLS	VT	44.27	-72.07	146.34
35278	MONTPELIER FAA AIRPORT	VT	44.2	-72.57	343.29
35542	NEWPORT	VT	44.93	-72.2	233
35733	NORTHFIELD	VT	44.15	-72.65	238
36761	READSBORO 1 SE	VT	42.75	-72.93	341.46
37026	ST ALBANS BAY	VT	44.8	-73.17	33.54
37152	SEARSBURG STATION	VT	42.87	-72.92	475.61
37401	SOMERSET	VT	42.97	-72.95	634
37607	SOUTH HERO	VT	44.63	-73.3	34
38556	UNION VILLAGE DAM	VT	43.8	-72.27	141.16
38600	VERNON	VT	42.77	-72.52	68.6
38815	WATERBURY 1 NNE	VT	44.35	-72.75	246.95
39099	WEST BURKE	VT	44.65	-71.98	274.39
39984	WOODSTOCK	VT	43.62	-72.52	241
50217	APPLETON	WA	45.49	-121.16	712.2
50242	ARIEL DAM	WA	45.58	-122.34	68.29
50257	ARLINGTON	WA	48.12	-122.08	21.95
50482	BATTLE GROUND	WA	45.47	-122.32	89.94
50668	BICKLETON	WA	46	-120.18	914.63
50872	BREMERTON	WA	47.34	-122.4	49.39
50945	BUCKLEY 1 NE	WA	47.1	-122	208.84
51205	CATHLAMET 6 NE	WA	46.16	-123.18	36.59
51233	CEDAR LAKE	WA	47.25	-121.44	475.61
51330	CHEHALIS	WA	46.4	-122.59	54.27
51350	CHELAN	WA	47.5	-120.02	341.46
51395	CHEWELAH	WA	48.15	-117.43	498.48
51414	CHIMACUM 4 S	WA	47.57	-122.46	76.22
51679	CONCRETE	WA	48.32	-121.45	82.32
51691	CONNELL 12 SE	WA	46.3	-118.46	328.66
51759	COUGAR 4 SW	WA	46.01	-122.21	158.54
51783	COUPEVILLE 1 S	WA	48.12	-122.42	15.24
51934	CUSHMAN DAM	WA	47.25	-123.13	231.71
51992	DARRINGTON RANGER STN	WA	48.15	-121.36	167.68
52037	DAYTON 9 SE	WA	46.13	-117.51	681.4
52066	DEER PARK	WA	47.57	-117.26	644.51
52197	DIXIE 4 SE	WA	46.06	-118.06	716.46
52609	EPHRATA	WA	47.19	-119.33	388.72
52675	EVERETT	WA	47.59	-122.11	30.18
53183	GLENWOOD	WA	46.01	-121.17	578.05
53284	GRAPEVIEW	WA	47.2	-122.49	9.15
