,City,SUID,STAID,Reach,CollectionDate,SampleID,SMCOD,Tot.Abund,pPA.abund,pPR.abund,pOM.abund,pGC.abund,pFC.abund,pSC.abund,pSH.abund,pPI.abund,Intol.abundp,ModTol.abundp,Tol.abundp,RICH,PA.rich,PR.rich,OM.rich,GC.rich,FC.rich,SC.rich,SH.rich,PI.rich,Intol.rich,Modtol.rich,Tol.rich,OtherTol,MANUII,NUII,DA,NLCD1,NLCD2,NLCD3,NLCD4,NLCD5,NLCD7,NLCD8,NLCD9,NLCD.IS,NOAA.IS
76,SLC,GRSL,4.04E+14,A,7/31/00,23556,GRSL0700IRM0215,21096.8,1.67,6.36,1.08,74.54,10.37,1.67,4.31,0,5.86,80.94,13.2,25,1,4,2,14,2,1,1,0,1,13,10,1,60.93773862,60.06623992,4.26,0,67.7535572,0,9.1890739,12.78848,0.3387677,6.796528,3.133601,23.16917,34.39212
77,SLC,GRSL,4.04E+14,A,7/28/00,23560,GRSL0700IRM0214,2048.8,0,14.91,0.37,61.02,13.91,0.68,9.13,0,5.35,83.6,11.05,25,0,4,2,12,3,2,2,0,1,10,13,1,41.78295787,40.19933984,3.06,0,56.6794474,0,12.7985844,17.81186,0.4718372,9.053376,3.184901,18.43556,25.27131
78,SLC,GRSL,4.06E+14,A,7/31/00,23558,GRSL0700IRM0213,33025.6,0.29,6.27,0.86,63.81,2.57,25.92,0.29,0,0,35.18,64.82,22,1,3,2,9,3,3,1,0,0,11,10,1,36.60932006,34.59566124,3.23,0,50.516911,0,26.9349006,17.51886,0.1955854,1.08969,3.744063,15.56329,20.38977
79,SLC,GRSL,4.10E+14,A,7/26/00,23601,GRSL0700IRM0212,3748.8,1.75,2.46,0.8,40.84,27.84,23.64,2.67,0,0,62,38,24,1,4,1,11,3,2,2,0,0,13,10,1,43.64112944,41.12781156,3.58,0,76.7704721,0,3.2898041,5.700653,0.1506781,7.810146,6.278252,17.97363,18.84631
80,SLC,GRSL,4.10E+14,A,7/26/00,23588,GRSL0700IRM0211,5494.4,0.29,22.17,0.98,37.06,6.29,9.82,23.38,0,27.15,63.03,9.82,44,1,11,2,14,3,7,6,0,16,19,8,1,0,0,0.1,0,0,0,21.62162,35.13514,0,4.504505,38.73874,0,6.072072
81,SLC,GRSL,4.10E+14,A,7/20/00,23593,GRSL0700IRM0210,10236.8,1.06,13.9,2.22,39.79,40.91,1.57,0.55,0,0.82,80.72,18.46,25,1,5,1,11,4,2,1,0,1,13,9,2,59.37161075,57.58799899,2.3,2.032838,65.285368,0,0.4300235,1.524629,0,11.1806078,19.54652,24.40383,25.03245
82,SLC,GRSL,4.10E+14,A,7/20/00,23599,GRSL0700IRM0209,16826.4,0.24,11.44,10.75,44.84,30.89,0.72,1.13,0,0.8,62.18,37.02,40,1,10,3,15,6,2,3,0,2,23,13,2,42.31969949,40.71245061,6.91,1.042889,58.6494521,0,1.277539,6.596272,0,18.524311,13.9095289,19.11159,19.69456
83,SLC,GRSL,4.10E+14,A,7/19/00,23098,GRSL0700IRM0208,10582.47,0,4.69,2.52,58.01,27.76,0.67,6.36,0,0.75,90.19,9.06,25,0,2,1,15,4,1,2,0,1,15,8,1,54.57004294,52.61128742,14.32,0.427969,67.625397,0,0.6482472,3.285292,0.1069923,16.1873024,11.7188035,25.63912,28.02467
84,SLC,GRSL,4.10E+14,A,7/27/00,23590,GRSL0700IRM0207,10836,0.3,7.15,4.22,72.31,7.14,6.25,2.64,0,0.31,84.59,15.1,28,1,6,2,13,2,2,2,0,1,18,8,1,48.81161358,46.79937072,10.22,0.5998589,62.2529995,0,0.8203952,4.110797,0.09703599,16.07268436,16.0462251,23.01306,26.09015
85,SLC,GRSL,4.11E+14,A,7/27/00,23597,GRSL0700IRM0206,5271.2,0.58,2.63,5.75,53.79,27.54,6.72,3,0,0.59,77.98,21.43,30,1,7,1,11,2,2,6,0,2,18,9,1,54.14065928,51.93928872,3.09,0,69.5829751,0,1.25401,5.832604,0.3207932,6.590843,16.41878,22.41791,29.47244
86,SLC,GRSL,4.11E+14,A,7/19/00,23595,GRSL0700IRM0205,10538.4,3.21,10.69,0.63,46.64,13.62,16.95,8.25,0,40.18,39.75,20.06,45,1,9,1,16,7,6,5,0,17,20,7,1,0.093272092,0.108501804,3.94,0,0,0.0228467,87.4343205,12.40576,0,0,0.1370802,0,0.1750057
87,SLC,GRSL,4.11E+14,A,8/7/00,23329,GRSL0800IRM0204,27608.8,0.64,8.62,1.89,23.24,54.23,9.17,2.21,0,0.01,95.99,4.01,26,1,4,1,9,7,2,2,0,1,19,4,2,50.55416612,49.98598905,4.45,0,57.6339792,0,8.149646,17.10819,0,7.765419,9.342771,19.28797,31.68312
88,SLC,GRSL,4.11E+14,A,8/9/00,23325,GRSL0800IRM0202,77008.8,0,0.62,0,9.9,8.15,80.91,0.42,0,0.63,97.94,1.43,22,0,5,0,8,4,2,3,0,6,11,4,1,22.62256101,20.99427189,0.9,0,26.7732323,0,21.478517,46.75325,0,4.995005,0,4.867133,12.36863
89,SLC,GRSL,4.11E+14,A,8/9/00,23327,GRSL0800IRM0203,29293.6,0.3,1.82,0.9,44.26,26.8,25.9,0.02,0,0.64,96.94,2.43,27,1,6,1,9,6,3,1,0,4,17,4,2,34.41965431,33.71289216,3.08,0,39.9708471,0,11.749271,24.66472,0,10.52478,13.09038,12.65,25.2
90,SLC,GRSL,4.14E+14,A,8/7/00,23322,GRSL0800IRM0201,64812,1.74,9.38,7.27,57.1,15.37,3.95,5.19,0,23.44,55.71,20.85,30,1,6,2,11,4,3,3,0,11,11,7,1,63.63528102,62.42425216,4.58,0.7480315,74.350403,0,2.7165354,4.133858,0.09842519,9.1338584,8.818897,26.2374,34.62283
91,BIR,MOBL,2397939,A,6/8/00,17624,MOBL0600IRM0108,8471.2,0.55,9.63,0.55,5.2,9.29,73.94,0.83,0,80.71,15.62,3.67,37,1,8,2,6,7,9,3,0,11,16,7,3,1.738647635,4.569745794,14.32,0.0439809,4.303844986,0,70.683585,2.236743,3.411661,19.181957,0.1382257,0.27,1.22
92,BIR,MOBL,2398001,A,6/7/00,17172,MOBL0600IRM0106,3948.8,0.85,17.3,9.07,19.93,24.39,26.19,2.27,0,7.3,85.12,7.58,35,1,6,3,16,4,4,1,0,4,18,8,5,46.69217555,35.09997468,4.7,0.1532567,57.720303,0,31.704989,4.022988,0.2298851,6.0727967,0.09578544,12.82,19.36
93,BIR,MOBL,2400675,A,6/8/00,17032,MOBL0600IRM0110,3549.6,3.79,19.96,9.27,5.9,48.97,12.08,0.02,0,15.68,64.13,20.19,23,1,4,1,6,4,6,1,0,6,9,5,3,40.23063074,30.68328505,12.11,0.04458977,49.271698,0,45.905171,0.5796671,1.203924,2.9577882,0.03715815,17.93,20.33
94,BIR,MOBL,2400725,A,6/13/00,17063,MOBL0600IRM0116,7806.4,2.65,8.64,9.96,34.98,19.61,22.17,1.99,0,24.7,60.52,14.77,38,1,8,3,9,7,8,2,0,7,21,7,3,0,3.198818143,24.47,0.03310649,5.289682,0,69.99816,5.087364,2.089387,17.480233,0.02207099,0.48,0
95,BIR,MOBL,2400800,A,6/9/00,17095,MOBL0600IRM0112,13075.2,0,6.18,1.86,33.6,46.13,9.64,2.6,0,5.63,91.48,2.89,30,0,5,3,9,7,5,1,0,4,20,5,1,3.928630147,5.910283099,27.88,0.09040423,8.86607288,0.4681648,62.146463,3.645228,2.143872,22.59783,0.0419734,1.8,3.1
96,BIR,MOBL,2401350,A,6/6/00,17276,MOBL0600IRM0234,6504.8,0.28,15.31,5.81,12.27,14.84,50.29,1.19,0,54.8,36.23,8.97,48,1,7,5,15,6,12,2,0,7,27,11,3,1.026846524,4.129185243,54.37,0.8258718,2.76890498,0.07282236,73.759123,2.926135,2.674567,16.479368,0.493206,0.17,1.72
97,BIR,MOBL,2401355,A,6/6/00,17284,MOBL0600IRM0236,8733.6,0,5.03,1.24,31.11,44.94,11.23,6.46,0,16.55,79.86,3.59,37,0,6,3,12,4,9,3,0,12,18,5,2,10.32258467,10.43881754,10.5,0.3000429,12.670379,0.04286326,64.114877,2.280326,2.434633,18.0625788,0.09429918,1.06,4.61
98,BIR,MOBL,2401749,A,6/7/00,17157,MOBL0600IRM0104,4453.6,4.83,10.51,1.95,26.38,32.41,23.93,0,0,11.77,82.82,5.41,26,1,3,2,7,4,9,0,0,4,14,4,4,28.55275165,22.52502874,23.92,0.1015954,40.1828731,0,47.979387,2.310355,1.256773,8.169025,0,11.35,14.32
99,BIR,MOBL,2401760,A,6/6/00,17141,MOBL0600IRM0102,6404,0.31,13.02,4.18,14.06,27.77,40.31,0.35,0,50.31,48.83,0.86,30,1,3,2,6,8,9,1,0,6,17,3,4,7.966130536,8.910307166,38.12,0.5359462,9.62106056,0.1888797,73.353794,1.315075,6.294416,8.381537,0.3092905,1.81,5.42
100,BIR,MOBL,2403380,A,6/6/00,17126,MOBL0600IRM0100,3723.2,0.92,26.13,36.88,16.59,13.26,4.64,1.57,0,0,65.86,34.14,26,1,8,2,8,4,2,1,0,0,14,9,3,42.51498362,32.37815387,44.72,0.02415167,52.163587,0.619893,43.863465,0.6037918,1.684579,1.0043071,0.03622751,15.04,23.65
101,BIR,MOBL,2406930,A,6/13/00,17270,MOBL0600IRM0188,7349.6,0,8.95,3.29,22.51,42.42,20.82,2,0,33.04,59.62,7.34,30,0,6,2,8,5,7,2,0,4,15,7,4,29.64524802,23.22088031,43.32,0.1080609,42.426386,3.823694,37.946007,1.83288,4.285031,8.619938,0.9580017,11.17,14.26
102,BIR,MOBL,242339580,A,6/9/00,17413,MOBL0600IRM0252,9250.4,0.01,7.64,3.93,6.56,7.59,73.24,1.04,0,82.01,15.74,2.25,29,1,5,2,7,6,5,3,0,4,16,5,4,19.11086715,16.25039242,15.7,0.4522218,26.51888,2.349587,38.954977,3.716083,5.328352,20.345062,2.334841,7.34,11.14
103,BIR,MOBL,2423397,A,6/12/00,17263,MOBL0600IRM0186,5491.2,1.01,1.37,18.79,12.25,19.05,47.54,0,0,52.47,43.07,4.46,33,1,3,2,11,6,10,0,0,9,13,5,6,21.7748407,17.70512578,43.95,0.4095591,36.33199,2.105134,41.410519,2.678517,4.576823,11.412364,1.075093,8.45,14.49
104,BIR,MOBL,2423515,A,6/7/00,17219,MOBL0600IRM0174,10571.2,0.3,11.94,4.68,14.5,51.47,2.58,14.53,0,0.01,89.86,10.13,33,1,6,3,10,6,5,2,0,1,19,9,4,66.95768654,48.99479606,28.77,0.03754928,83.437643,0,15.119845,0.1063896,0.2002628,1.0983165,0,18.9,25.62
105,BIR,MOBL,2423536,A,6/7/00,17231,MOBL0600IRM0176,5490.4,0.32,10.83,17.19,3.77,25.27,41.38,1.24,0,65.58,31.65,2.77,32,1,7,3,10,6,3,2,0,5,16,6,5,21.63341259,17.78009346,38.7,0.5117946,33.2829253,7.655981,42.153255,4.768994,6.858047,4.347927,0.4210673,9.33,9.58
106,BIR,MOBL,242354650,A,6/8/00,17245,MOBL0600IRM0180,10608,0,2.16,3.97,4.79,8.66,80.42,0,0,85.46,11.8,2.74,33,0,9,2,13,5,4,0,0,7,16,7,3,22.18416701,18.30300556,36.97,2.19593,31.7192517,0.08033888,54.720514,0.7133119,1.502094,8.64982,0.418736,5.85,9.62
107,BIR,MOBL,242354750,A,6/5/00,17196,MOBL0600IRM0168,10820.8,0,1.83,1.49,2.72,11.22,79.63,3.11,0,84.19,13.88,1.92,29,0,4,3,8,6,6,2,0,8,12,5,4,20.37877858,17.05299046,66.07,1.754267,30.0990216,0.1334768,58.466922,0.7014342,1.530897,6.884951,0.4290326,6.81,10.52
108,BIR,MOBL,2423576,A,6/9/00,17260,MOBL0600IRM0184,3180.8,0,11.08,6.62,15.86,57.23,4.35,4.86,0,0.32,86.2,13.49,27,0,6,3,9,6,2,1,0,1,14,8,4,40.56050425,30.85588293,42.08,0.0320739,53.933327,0.02779738,43.16933,0.6115423,0.7719118,1.1610751,0.2929416,15.26,23.5
109,BIR,MOBL,2423581,A,6/9/00,17251,MOBL0600IRM0182,5037.6,0.95,13.51,16,10.8,46.58,9.27,2.87,0,0,90.8,9.2,28,1,6,2,9,6,3,1,0,0,15,9,4,33.94175098,25.73210314,56.3,0.03832886,59.304327,0.02076147,38.035009,0.5429922,0.621247,1.1945828,0.2427495,15.94,26.15
110,BIR,MOBL,2423590,A,6/8/00,17239,MOBL0600IRM0178,2193.6,0,18.39,14.44,15.78,32.1,10.43,8.86,0,0.31,73.72,25.97,26,0,5,2,10,5,3,1,0,1,11,11,3,63.67672394,46.50774303,5.99,0,85.15015,0,10.33033,0.6906907,0.7057057,3.0330325,0.09009009,39.16,29.37
111,BIR,MOBL,2423620,A,6/8/00,17396,MOBL0600IRM0246,5721.6,0,13.06,22.22,7.94,25.17,29.45,2.17,0,35.69,59.1,5.21,38,0,12,2,9,7,6,2,0,7,21,8,2,8.946016553,8.639722421,21.68,0.2160007,26.5639306,0.3447703,63.047275,3.609703,1.503697,1.61169761,3.102933,2.55,6.5
112,BIR,MOBL,2423729,A,6/6/00,17212,MOBL0600IRM0170,3535.2,0,9.03,6.6,42.19,22.34,19.85,0,0,44.01,45.36,10.63,30,0,6,2,9,6,7,0,0,7,16,3,4,8.120310263,8.804797235,34.69,1.040504,13.469473,12.68066,44.557466,4.613508,8.033421,15.42593,0.1790394,4.96,4.98
113,BIR,MOBL,242372950,A,6/6/00,17225,MOBL0600IRM0172,10114.4,0,9.61,3.76,21.26,37.15,27.27,0.96,0,24.54,60.24,15.22,35,0,5,3,10,9,7,1,0,9,17,5,4,6.076684668,7.379889381,33.07,0.4898492,11.7373322,1.001469,43.112178,2.046481,2.911881,34.74392,3.956893,2.12,5.02
114,BIR,MOBL,2456900,A,6/7/00,17378,MOBL0600IRM0240,5261.6,0,23.16,3.45,27.3,41.96,3.06,1.07,0,4.19,81.55,14.26,32,0,5,2,12,9,2,2,0,3,14,10,5,63.52270377,46.85412967,25.04,0.2622786,76.531456,0.06467143,20.734383,0.5712643,0.4742572,1.1030072,0.2586857,15.05,27.52
115,BIR,MOBL,2456980,A,6/7/00,17384,MOBL0600IRM0242,2876,0.33,19.28,4.73,36.67,32.09,5.79,1.12,0,10.99,80.65,8.36,38,1,7,3,12,9,4,2,0,6,20,6,6,46.58805103,34.63097788,48.66,0.2330657,69.854973,0.1202323,26.961637,0.8046317,0.5567682,1.1782768,0.2904073,12.7,25.7
116,BIR,MOBL,2458150,A,6/9/00,17408,MOBL0600IRM0250,3464,0.32,33.51,1.71,45.25,16.63,2.59,0,0,0,72.05,27.95,25,1,5,2,10,5,2,0,0,0,14,7,4,65.22429547,47.88237794,14.22,0,79.229991,0,16.166412,0.2469605,0.2912867,4.0653493,0,16.97,33.56
117,BIR,MOBL,2461200,A,6/8/00,17390,MOBL0600IRM0244,10971.2,0.32,36.07,9.99,11.72,24.15,16.02,1.73,0,2.55,74.42,23.03,29,1,8,3,9,4,3,1,0,1,12,12,4,100,73.34595504,52.1,0,95.71527,0,3.4986173,0.2211472,0.06738079,0.4975812,0,41.96,50.98
118,BIR,MOBL,2461670,A,6/8/00,17402,MOBL0600IRM0248,4600,0,8.92,25.21,17.71,23.11,24.4,0.65,0,34.83,53.1,12.07,40,0,7,3,12,7,8,3,0,10,19,7,4,20.40963032,16.64705939,33.9,0.3554,36.4576604,0.007956715,39.759708,3.042118,2.201358,16.271479,1.904307,6.89,8.7
119,BOS,NECB,1072540,A,8/23/00,24070,NECB0800IRM0020,13272.8,0.3,11.04,1.5,26.18,25.82,22.22,12.93,0,45,42.02,12.98,57,1,11,3,17,12,7,5,0,22,26,7,2,1.399760174,3.444231257,45.85,0.2669598,2.445823219,0.1079617,67.89219,6.754476,0.4730685,11.5656405,10.49387604,0.9468436,2.22
120,BOS,NECB,1072650,A,8/23/00,24187,NECB0800IRM0021,9955.2,0.32,7.59,0,23.42,40.6,24.68,3.4,0,22.59,50.86,26.55,51,1,12,0,15,12,10,1,0,21,24,5,1,10.41641476,7.87758681,60.16,1.712918,8.0394945,0.158575798,65.86282,3.567956,0.2303837,9.715012,10.71284219,3.067933,5.36
121,BOS,NECB,1072845,A,8/29/00,24251,NECB0800IRM0026,12020,0,11.08,7.63,19.01,41.74,16.49,4.05,0,33.09,56.05,10.86,55,0,14,3,14,14,6,4,0,21,26,7,1,1.697780521,3.578282739,59.41,8.192698,1.83457013,0.13937278,74.15543,5.162854,0.2257234,5.7158004,4.57354902,0.7225875,1.87
122,BOS,NECB,1072904,A,8/25/00,24224,NECB0800IRM0024,8402.4,2.24,10.32,1.92,21.1,50.43,13.97,0.01,0,19.09,76.41,4.5,40,1,8,2,10,11,6,1,0,10,21,5,4,8.828236573,7.110296296,68.46,3.842968,7.9791215,2.13381389,58.49516,4.063844,0.6547377,9.452939,13.37742014,2.876599,4.98
123,BOS,NECB,1073260,A,8/30/00,24280,NECB0800IRM0028,13140.8,0,11.37,3.04,33.47,40.67,8.92,2.53,0,23.42,69.69,6.89,51,0,10,1,20,13,5,2,0,16,28,5,2,0,2.748252038,83.09,0.4810609,1.149562304,1.53094377,78.57437,6.436899,0.5774898,6.3068823,4.94279297,0.9402574,1.93
124,BOS,NECB,1073458,A,8/24/00,24213,NECB0800IRM0023,8808,0.31,11.11,7.36,50.77,18.16,9.09,3.21,0,49.99,43.33,6.68,50,1,12,2,15,11,6,3,0,19,23,7,1,2.435071884,3.941891258,74.85,1.234835,2.55022913,0.35469952,79.19778,3.824742,0.3029975,6.2992223,6.235497026,1.004064,3.35
125,BOS,NECB,10734833,A,8/24/00,24200,NECB0800IRM0022,6011.2,0.67,7.74,0.67,24.23,43.7,22.22,0.78,0,36.89,55.73,7.38,50,1,9,1,19,11,7,1,0,23,19,6,2,3.606511143,4.506298654,52.17,2.683915,2.388960744,1.0263044,78.63735,4.388098,0.4726175,3.5360065,6.866753007,0.8762915,3.53
126,BOS,NECB,1089743,A,8/29/00,24265,NECB0800IRM0027,5864.8,1.25,9.42,0.65,40.19,19.88,19.82,8.78,0,30.31,61.61,8.08,50,1,11,1,15,10,9,3,0,21,19,8,2,3.046050625,4.251560063,101.35,6.988698,3.28127921,0.26633761,73.10345,4.316444,0.2974103,7.9075633,3.83881275,1.23681,3.28
127,BOS,NECB,1090477,A,8/30/00,24293,NECB0800IRM0029,8620.8,1.87,11.05,4.86,39.98,21.34,15.52,5.38,0,50.2,41.13,8.67,51,1,9,2,19,13,6,1,0,19,25,6,1,2.835558426,4.119552099,53.65,0.9492822,0.93083317,0.07044143,80.398828,4.347243,0.05199249,6.0495775,7.201798,0.3373977,2.57
128,BOS,NECB,1094005,A,8/28/00,24237,NECB0800IRM0025,8616.8,0,8.21,1.88,23.52,61.97,4.09,0.34,0,11.39,82.32,6.29,39,0,11,1,12,10,4,1,0,11,22,5,1,8.598301123,6.960313546,73,1.979929,4.92146863,0.2909485,76.642753,1.234066,0.2502651,7.2798776,7.4006954,1.014745,5.51
129,BOS,NECB,1095220,A,8/16/00,23494,NECB0800IRM0013,8105.6,0.25,6.1,4.5,21.16,45.17,22.56,0.26,0,25.67,67.9,6.43,55,1,13,2,17,12,8,2,0,18,31,5,1,4.184401828,4.797683067,78.7,1.042024,3.16038716,0.6931576,74.44925,1.376021,0.221902,9.0728164,9.984444196,0.8155469,4.22
130,BOS,NECB,1096544,A,8/14/00,23456,NECB0800IRM0010,10166.4,0.31,0.35,6.2,5.73,85.66,1.75,0,0,14.95,84.1,0.95,23,1,2,1,5,10,4,0,0,7,15,1,0,25.34485993,15.28047994,107.67,3.056192,21.4953259,3.095481,50.156319,1.895073,0.4121178,9.944327,9.945162693,8.245749,11.21
131,BOS,NECB,10965852,A,8/31/00,24309,NECB0800IRM0030,13546.4,0,6.58,0.79,10.32,76.25,6.05,0,0,12.4,85.47,2.13,33,0,8,2,7,10,6,0,0,10,17,5,1,34.85769594,20.01894684,121.7,0.8088067,30.634108,0.09832842,48.454468,3.143552,0.1419478,9.249525,7.469263,10.71015,17.11
132,BOS,NECB,1096710,A,8/17/00,23538,NECB0800IRM0016,11002.4,0.88,2.1,1.82,14.92,74.22,5.47,0.59,0,10.86,84.45,4.69,38,1,8,2,10,11,4,2,0,6,23,7,2,37.61672732,21.42243372,76.4,1.738844,35.688707,0.2485745,44.775222,2.462184,1.009613,5.8738983,8.202959,11.29142,14.78
133,BOS,NECB,1096945,A,8/15/00,23480,NECB0800IRM0012,17572,0.32,2.31,1.25,8.77,82.31,3.08,1.95,0,0.67,93.07,6.26,37,1,9,2,10,8,5,1,0,3,24,9,1,12.71385511,9.013780944,48.54,0.9063276,10.3421438,0.04077547,66.784678,2.081403,0.4244356,12.336432,7.08381195,4.407477,6.8
134,BOS,NECB,1097270,A,8/15/00,23467,NECB0800IRM0011,4198.4,0.32,4.88,5.16,21,58.72,7.75,2.16,0,6.25,90.19,3.56,34,1,7,2,11,7,4,2,0,8,21,3,2,24.67175841,14.92005594,53.75,2.159972,18.3430181,0.08539423,52.8238714,1.567235,0.2210204,8.5544939,16.245001,6.768431,9.16
135,BOS,NECB,1097476,A,8/11/00,23440,NECB0800IRM0009,20450.4,0.26,3.22,4.6,3.77,83.72,3.77,0.65,0,3.88,91.52,4.6,38,1,8,2,7,12,6,2,0,5,25,6,2,26.44543359,15.86171639,89.56,3.239745,24.402596,0.786824,49.710597,1.620878,0.06129791,6.253392,13.924678,9.442641,10.18
136,BOS,NECB,1101500,A,8/22/00,24043,NECB0800IRM0018,22193.6,0,2.33,16.03,8.39,69.87,2.03,1.35,0,0.87,90.62,8.51,26,0,3,3,7,8,3,2,0,2,18,6,0,48.77398493,26.9215113,115.3,1.358367,43.292865,0.8501503,30.788866,0.2568406,0.4371755,3.1796713,19.836064,14.88179,23.71
137,BOS,NECB,1102345,A,8/22/00,24057,NECB0800IRM0019,8983.2,0.3,0.9,2.11,6.59,79.62,10.47,0.01,0,9.03,84.49,6.48,18,1,2,1,6,5,2,1,0,1,11,5,1,84.29761242,44.45625518,60.4,4.073875,64.445639,0.08198432,19.6672919,0.3637123,0.1594968,1.77831456,9.429687,25.73046,33.47
138,BOS,NECB,1102500,A,8/21/00,23988,NECB0800IRM0017,12164,0,2.4,3.51,4.71,81.44,0.57,7.37,0,0.26,92.83,6.91,23,0,4,3,8,6,1,1,0,1,12,8,2,100,52.23849223,58.2,1.902796,76.432741,0.2033868,15.8385562,0.3570568,0.1491503,1.902796,3.21351066,36.31153,36.83
139,BOS,NECB,11032058,A,8/10/00,23424,NECB0800IRM0008,18521.6,0,1.24,4.16,2.2,89.58,2.51,0.32,0,1.94,97.76,0.31,21,0,4,1,4,7,4,1,0,2,17,1,1,45.35122869,25.18357793,54.2,0.9847243,34.735115,0.6355196,42.541747,2.608278,1.145259,5.487977,11.861377,13.99762,16.03
140,BOS,NECB,1105000,A,8/8/00,23032,NECB0800IRM0004,8457.6,0.81,4.53,0.98,7.08,81.12,5.48,0,0,3.96,92.49,3.55,21,1,3,2,5,6,4,0,0,2,13,5,1,44.72264306,24.91564839,84.9,2.051657,38.561609,0.07634073,40.459533,0.8089997,0.2353839,4.6928345,13.113642,13.85466,16.23
141,BOS,NECB,1105500,A,8/8/00,23046,NECB0800IRM0003,2519.2,3.75,6.38,0.52,13.38,71.73,2.41,1.82,0,0.53,85.61,13.86,20,1,5,2,5,4,2,1,0,2,12,4,2,55.64405832,30.29793962,72.85,4.319355,44.684823,0.1210803,35.775533,0.6054017,0.08030839,2.7391336,11.674367,16.52175,20.15
142,BOS,NECB,1105581,A,8/7/00,22800,NECB0800IRM0002,11387.2,1.7,7.82,1.15,4.53,81.99,0.85,1.96,0,0.29,96.22,3.5,28,1,6,2,6,9,1,3,0,2,23,2,1,67.29715499,36.06921205,71.22,3.518636,53.677826,0.02905875,29.1206528,0.4864182,0.02905875,3.0397974,10.09854639,22.80174,27.35
143,BOS,NECB,1106468,A,8/9/00,23377,NECB0800IRM0005,35939.2,0.3,4.21,0.35,23.32,40.09,2.72,29.01,0,0,79.23,20.77,24,1,3,2,9,5,3,1,0,0,12,12,0,86.60395646,45.56308686,79.75,1.836239,60.130919,0.07900231,25.9251738,0.6557192,0.14559,3.0336892,8.1936684,26.25313,30.46
144,BOS,NECB,1109000,A,8/9/00,23393,NECB0800IRM0006,7905.6,0.51,4.6,6.28,15.67,63.7,7.88,1.36,0,6.02,90.38,3.6,35,1,5,3,9,11,4,2,0,7,20,7,1,23.98423473,14.65698258,113.4,1.858119,23.489882,0.8827661,49.638435,1.440681,0.302503,5.9702449,16.417372,8.114034,12.37
145,BOS,NECB,1109595,A,8/16/00,23508,NECB0800IRM0014,8982.4,2.4,5.99,3.98,13.01,66.76,0.95,6.9,0,0,91.54,8.46,30,1,4,1,11,9,3,1,0,0,20,7,3,42.83730801,23.89327768,124.66,4.224956,28.525129,0.1580839,54.269707,1.224248,0.07940289,5.616672,5.9018006,8.653955,14.97
146,BOS,NECB,1110000,A,8/17/00,23523,NECB0800IRM0015,10192.8,0.53,9.39,2.19,6.92,69.4,4.5,7.09,0,0.61,94.95,4.44,27,1,6,2,6,6,3,3,0,3,17,4,3,69.18971107,36.95955902,66.2,4.595728,50.200234,0.513512,33.138548,2.329193,0.4154408,2.5198868,6.28745812,17.83079,28.95
147,BOS,NECB,1112262,A,8/10/00,23407,NECB0800IRM0007,23083.2,2.14,2.47,2.49,8.91,66.35,17.63,0.01,0,17.91,79.01,3.07,40,1,9,1,7,13,7,2,0,10,25,3,2,19.38858358,12.32753747,73.72,1.036099,15.4401893,1.817139,58.026405,2.881306,0.6065266,9.310244,10.882087,5.586,6.25
148,BOS,NECB,1193340,A,8/2/00,23347,NECB0800IRM0001,6829.6,1.48,8.67,3.6,25.37,22.49,24.43,13.97,0,36.94,56.69,6.37,60,1,14,3,17,13,10,2,0,20,30,7,3,7.194640911,6.29895223,49.21,0.6217313,6.3800606,0.1426325,67.5200195,3.189116,0.1846908,9.5508899,12.41085637,0.8171744,4.37
149,DEN,SPLT,6713500,B,7/1/03,117417,SPLT0703IRM0025,5851.2,0.34,11.96,16.2,58.35,8.65,4.16,0.34,0,0.47,58.22,41.31,24,1,8,1,10,1,2,1,0,1,13,9,1,97.33771068,87.21571384,80.9226,4.705505762,79.60947503,0,0.512163892,1.632522407,11.36363636,0,2.176696543,41.1,42.7
150,DEN,SPLT,3.94E+14,A,6/23/03,119314,SPLT0603IRM0003,7283.2,1.93,7.25,4.54,35.05,28.53,22.7,0,0,0.28,66.59,33.14,38,1,10,2,19,4,2,0,0,1,22,13,2,66.60868357,57.77652442,21.2832,1.216545012,72.01946472,0,3.527980535,1.216545012,21.89781022,0,0.121654501,34.15,30.52
151,DEN,SPLT,3.94E+14,A,7/1/03,117411,SPLT0703IRM0027,12220.8,0.66,11.35,16.79,18.33,48.57,4.29,0.01,0,0,71.45,28.55,32,1,7,3,12,5,3,1,0,0,18,13,1,36.29701606,30.92495671,18.045,0.862068966,59.05172414,0.287356322,0.574712644,2.011494253,36.7816092,0,0.431034483,27.93,17.79
152,DEN,SPLT,3.94E+14,A,6/23/03,119409,SPLT0603IRM0001,11663.2,0,1.09,4.56,79.8,14.19,0.36,0.01,0,0.74,86.25,13.01,28,0,7,1,13,4,2,1,0,4,15,8,1,35.40889146,31.62472846,62.9541,1.892225422,38.00904977,0.534759358,2.385849445,1.439736734,53.96955985,1.275195393,0.493624023,16.71,21.6
153,DEN,SPLT,3.94E+14,A,6/24/03,119267,SPLT0603IRM0007,6775.2,1.78,13.94,17.37,51.12,10.13,5.66,0,0,1.1,50.59,48.31,29,1,8,2,11,4,3,0,0,1,17,10,1,100,87.08560358,14.0634,4.604051565,90.42357274,0,2.025782689,0,2.394106814,0,0.552486188,42.25,47.67
